accuracy,loss,val_accuracy,val_loss,learning_rate
0.22429905831813812,2.1810758113861084,0.3188405930995941,1.739630103111267,0.0010000000474974513
0.3644859790802002,1.8991668224334717,0.6521739363670349,1.3728846311569214,0.0010000000474974513
0.5109034180641174,1.4499571323394775,0.5362318754196167,1.1435519456863403,0.0010000000474974513
0.7102803587913513,1.0173311233520508,0.6086956262588501,0.9527890682220459,0.0010000000474974513
0.722741425037384,0.8880546689033508,0.6376811861991882,0.83503258228302,0.0010000000474974513
0.7414330244064331,0.7712023258209229,0.7536231875419617,0.707514226436615,0.0010000000474974513
0.7725856900215149,0.7130728363990784,0.7246376872062683,0.7112849950790405,0.0010000000474974513
0.7788162231445312,0.6401775479316711,0.695652186870575,0.7595149874687195,0.0010000000474974513
0.7414330244064331,0.6562662720680237,0.7536231875419617,0.6539287567138672,0.0010000000474974513
0.7507787942886353,0.6251758337020874,0.7971014380455017,0.5954179167747498,0.0010000000474974513
0.7788162231445312,0.5407390594482422,0.8695651888847351,0.47816991806030273,0.0010000000474974513
0.8380062580108643,0.4751540422439575,0.8260869383811951,0.46485260128974915,0.0010000000474974513
0.8660436272621155,0.4240049123764038,0.8260869383811951,0.45784130692481995,0.0010000000474974513
0.8878504633903503,0.3857977092266083,0.8840579986572266,0.4340626299381256,0.0010000000474974513
0.8971962332725525,0.35590091347694397,0.8985507488250732,0.4152885675430298,0.0010000000474974513
0.9034267663955688,0.33624979853630066,0.8840579986572266,0.4070867896080017,0.0010000000474974513
0.9065420627593994,0.32151705026626587,0.8695651888847351,0.405941367149353,0.0010000000474974513
0.9096572995185852,0.30815380811691284,0.8695651888847351,0.3952810764312744,0.0010000000474974513
0.9221183657646179,0.29638734459877014,0.8985507488250732,0.38721904158592224,0.0010000000474974513
0.9221183657646179,0.2812878489494324,0.8985507488250732,0.3759990632534027,0.0010000000474974513
0.9221183657646179,0.2658481299877167,0.8985507488250732,0.3652494549751282,0.0010000000474974513
0.9221183657646179,0.24695250391960144,0.8840579986572266,0.3567619025707245,0.0010000000474974513
0.9314641952514648,0.23080216348171234,0.8985507488250732,0.34376466274261475,0.0010000000474974513
0.9345794320106506,0.214528426527977,0.9130434989929199,0.33946552872657776,0.0010000000474974513
0.9376947283744812,0.2025166004896164,0.8840579986572266,0.33875560760498047,0.0010000000474974513
0.9470404982566833,0.19059914350509644,0.8840579986572266,0.3250458240509033,0.0010000000474974513
0.9563862681388855,0.17600980401039124,0.8985507488250732,0.317902147769928,0.0010000000474974513
0.9563862681388855,0.16453368961811066,0.8840579986572266,0.31476107239723206,0.0010000000474974513
0.9595015645027161,0.15528705716133118,0.8840579986572266,0.3106836676597595,0.0010000000474974513
0.9595015645027161,0.1439230740070343,0.8985507488250732,0.3137381374835968,0.0010000000474974513
0.9657320976257324,0.13605943322181702,0.8840579986572266,0.306747168302536,0.0010000000474974513
0.9719626307487488,0.1280066817998886,0.8840579986572266,0.29910242557525635,0.0010000000474974513
0.9750778675079346,0.1181311085820198,0.8985507488250732,0.3125177025794983,0.0010000000474974513
0.9750778675079346,0.11256766319274902,0.8840579986572266,0.3092572093009949,0.0010000000474974513
0.9750778675079346,0.10651170462369919,0.8840579986572266,0.3207816779613495,0.0010000000474974513
0.9750778675079346,0.10327112674713135,0.8985507488250732,0.33349019289016724,0.0010000000474974513
0.9688473343849182,0.11205753684043884,0.8985507488250732,0.29210150241851807,0.0005000000237487257
0.9657320976257324,0.11139564961194992,0.8840579986572266,0.30870768427848816,0.0005000000237487257
0.9875389337539673,0.09341274946928024,0.9130434989929199,0.30449238419532776,0.0005000000237487257
0.9937694668769836,0.08180953562259674,0.8840579986572266,0.2928723692893982,0.0005000000237487257
0.9906542301177979,0.07718934118747711,0.8840579986572266,0.29053330421447754,0.0005000000237487257
0.9937694668769836,0.07720115035772324,0.8840579986572266,0.29126492142677307,0.0005000000237487257
0.9937694668769836,0.0750942975282669,0.8840579986572266,0.29148349165916443,0.0005000000237487257
0.9937694668769836,0.07222304493188858,0.8840579986572266,0.2892526090145111,0.0005000000237487257
0.9937694668769836,0.06899654120206833,0.8840579986572266,0.2902337610721588,0.0005000000237487257
0.9937694668769836,0.06663115322589874,0.8840579986572266,0.2878384590148926,0.0005000000237487257
0.9937694668769836,0.06454961001873016,0.8840579986572266,0.2900852859020233,0.0005000000237487257
0.9937694668769836,0.0628233253955841,0.8840579986572266,0.2879783809185028,0.0005000000237487257
0.9937694668769836,0.06069054827094078,0.8840579986572266,0.2890237867832184,0.0005000000237487257
0.9937694668769836,0.058915503323078156,0.8840579986572266,0.2903158366680145,0.0005000000237487257
0.9968847632408142,0.05572500824928284,0.8840579986572266,0.28633517026901245,0.0002500000118743628
0.9968847632408142,0.05403999984264374,0.8840579986572266,0.28761178255081177,0.0002500000118743628
0.9968847632408142,0.053618256002664566,0.8840579986572266,0.2863776385784149,0.0002500000118743628
0.9968847632408142,0.0525045171380043,0.8840579986572266,0.2866513133049011,0.0002500000118743628
1.0,0.05175510793924332,0.8840579986572266,0.28734999895095825,0.0002500000118743628
1.0,0.050617437809705734,0.8840579986572266,0.28655603528022766,0.0001250000059371814
1.0,0.05014083907008171,0.8840579986572266,0.28714025020599365,0.0001250000059371814
1.0,0.049765489995479584,0.8840579986572266,0.2874293029308319,0.0001250000059371814
1.0,0.04935204237699509,0.8840579986572266,0.28717905282974243,0.0001250000059371814
1.0,0.048825930804014206,0.8840579986572266,0.2870311141014099,6.25000029685907e-05
1.0,0.04861929640173912,0.8840579986572266,0.28696420788764954,6.25000029685907e-05
