accuracy,loss
0.0555555559694767,2.3289341926574707
0.1111111119389534,2.233219861984253
0.1111111119389534,2.2657902240753174
0.0555555559694767,2.1865663528442383
0.1111111119389534,2.2257697582244873
0.1111111119389534,2.2316882610321045
0.2222222238779068,2.1871016025543213
0.0555555559694767,2.1943795680999756
0.1666666716337204,2.1816279888153076
0.2777777910232544,2.1789753437042236
0.1111111119389534,2.196394920349121
0.2222222238779068,2.183910369873047
0.2222222238779068,2.1554360389709473
0.1111111119389534,2.206082820892334
0.2222222238779068,2.142144203186035
0.1111111119389534,2.194657325744629
0.1666666716337204,2.1934070587158203
0.0555555559694767,2.24080753326416
0.1111111119389534,2.1823129653930664
0.1111111119389534,2.215655565261841
0.1111111119389534,2.171842336654663
0.2777777910232544,2.138547897338867
0.1111111119389534,2.2145378589630127
0.1666666716337204,2.1438724994659424
0.1111111119389534,2.19718074798584
0.0555555559694767,2.2281723022460938
0.2222222238779068,2.1929008960723877
0.1111111119389534,2.155895709991455
0.1111111119389534,2.1889710426330566
0.1666666716337204,2.1895456314086914
0.1666666716337204,2.1185455322265625
0.3333333432674408,2.1360881328582764
0.2222222238779068,2.159247398376465
0.1666666716337204,2.140528678894043
0.1666666716337204,2.1326828002929688
0.2777777910232544,2.113355875015259
0.1666666716337204,2.1281425952911377
0.1666666716337204,2.117170810699463
0.2222222238779068,2.0599632263183594
0.1111111119389534,2.1018450260162354
0.3333333432674408,2.023566246032715
0.2222222238779068,2.0556795597076416
0.1111111119389534,2.068434715270996
0.2777777910232544,2.023334503173828
0.1666666716337204,2.169344902038574
0.1111111119389534,2.1122326850891113
0.1666666716337204,2.203335762023926
0.2222222238779068,2.1355128288269043
0.1666666716337204,2.087590456008911
0.3333333432674408,2.0399348735809326
