accuracy,loss,val_accuracy,val_loss,learning_rate
0.10903427004814148,2.225651979446411,0.11594203114509583,2.203420877456665,0.0010000000474974513
0.09657321125268936,2.2133736610412598,0.10144927352666855,2.2105140686035156,0.0010000000474974513
0.11526479572057724,2.20910382270813,0.10144927352666855,2.2163805961608887,0.0010000000474974513
0.11214952915906906,2.213691234588623,0.10144927352666855,2.2160274982452393,0.0010000000474974513
0.11526479572057724,2.2168235778808594,0.10144927352666855,2.214695692062378,0.0010000000474974513
0.11526479572057724,2.220273494720459,0.10144927352666855,2.214825391769409,0.0005000000237487257
0.11838006228208542,2.207033634185791,0.10144927352666855,2.2149009704589844,0.0005000000237487257
0.11838006228208542,2.211885929107666,0.10144927352666855,2.2149908542633057,0.0005000000237487257
0.11526479572057724,2.2056350708007812,0.10144927352666855,2.215442657470703,0.0005000000237487257
0.11838006228208542,2.2060670852661133,0.10144927352666855,2.21726655960083,0.0002500000118743628
0.11838006228208542,2.213731527328491,0.10144927352666855,2.2174787521362305,0.0002500000118743628
